case_id,crime_type_code,crime_type_description,severity_level,incident_datetime,latitude,longitude,region,district,priority,status,complainant_name,complainant_age,complainant_gender
20251030-2869,RB,Robbery,Critical,2023-03-27 16:31:43,12.992914849058925,80.25367767529819,North,Industrial Area,Critical,Under Investigation,Kumar Patel,73,Other
20251030-2870,FR,Fraud,Moderate,2024-12-04 17:53:55,13.04649626490407,80.28675723452714,East,Suburban East,Medium,Assigned,Kumar Singh,24,Male
20251030-2871,FR,Fraud,Moderate,2023-04-23 22:02:23,13.083979295930595,80.32689295160664,North,Northern Heights,Medium,Assigned,Arun Patel,26,Other
20251030-2872,BR,Burglary,Serious,2024-07-30 11:09:32,13.105497864147715,80.29406815740167,South,Residential South,High,Under Investigation,Raj Singh,44,Female
20251030-2873,DR,Drug Related,Critical,2023-01-29 21:25:42,13.087724340094065,80.29902161067746,South,Southern Bay,Critical,Closed,Deepa Reddy,75,Female
20251030-2874,HM,Homicide,Critical,2023-08-22 07:12:37,13.106381155394972,80.3159331305208,East,Eastern Hills,Critical,Closed,Arun Nair,19,Female
20251030-2875,CY,Cybercrime,Serious,2024-01-29 17:41:10,13.104068552155056,80.28475372227336,East,Suburban East,High,Under Investigation,Vijay Nair,52,Other
20251030-2876,RB,Robbery,Critical,2024-07-30 01:36:03,13.05550788203068,80.26435264623406,Central,Business District,Critical,Assigned,Deepa Singh,31,Male
20251030-2877,RB,Robbery,Critical,2024-03-19 18:57:55,12.997685924969495,80.1791911163731,North,Industrial Area,Critical,Assigned,Kumar Kumar,32,Other
20251030-2878,VN,Vandalism,Minor,2024-04-18 09:12:26,13.176364031862382,80.18837060845404,North,Northern Heights,Low,Pending,Raj Singh,34,Other
20251030-2879,VT,Vehicle Theft,Moderate,2024-08-15 20:49:19,13.1516555005628,80.3661888835819,Central,Downtown,Medium,Reported,Meena Iyer,48,Other
20251030-2880,TH,Theft,Moderate,2023-10-12 23:50:23,12.999721040086511,80.3369861999934,North,Northern Heights,Medium,Assigned,Meena Patel,53,Other
20251030-2881,FR,Fraud,Moderate,2024-06-25 17:42:42,13.070112916151128,80.27472228717473,South,Southern Bay,Medium,Assigned,Arun Singh,40,Male
20251030-2882,AS,Assault,Serious,2024-04-05 05:42:33,13.117839440433821,80.27279642644129,Central,Business District,High,Cold Case,Deepa Sharma,71,Other
20251030-2883,TH,Theft,Moderate,2023-05-26 20:26:21,13.041683847220192,80.25506604596687,East,Market District,Medium,Assigned,Deepa Singh,73,Female
20251030-2884,FR,Fraud,Moderate,2023-05-04 18:00:29,13.038932437830292,80.22993550368703,Central,City Center,Medium,Reported,Raj Iyer,74,Male
20251030-2885,BR,Burglary,Serious,2023-12-07 08:05:29,13.044826203718422,80.24299835557902,West,University Area,High,Under Investigation,Deepa Kumar,23,Male
20251030-2886,TH,Theft,Moderate,2023-01-15 10:10:39,13.058111948755661,80.34586293822163,South,Residential South,Medium,Closed,Priya Nair,35,Other
20251030-2887,CY,Cybercrime,Serious,2023-08-18 17:33:15,13.079070744070124,80.26175762138497,South,Southern Bay,High,Under Investigation,Arun Patel,45,Male
20251030-2888,VT,Vehicle Theft,Moderate,2023-08-16 19:30:36,13.069515102098881,80.35466572740813,Central,Downtown,Medium,Under Investigation,Kumar Kumar,45,Other
20251030-2889,RB,Robbery,Critical,2023-12-26 06:56:54,13.094699645859052,80.29661770590477,South,Southern Bay,Critical,Assigned,Meena Kumar,48,Other
20251030-2890,RB,Robbery,Critical,2023-06-18 05:28:12,13.11245152342699,80.22739125357734,East,Suburban East,Critical,Assigned,Kumar Das,31,Male
20251030-2891,FR,Fraud,Moderate,2023-08-19 09:29:09,13.027580194263757,80.24580748611059,East,Eastern Hills,Medium,Pending,Arun Iyer,57,Male
20251030-2892,AS,Assault,Serious,2024-04-13 17:27:56,12.993867441641111,80.29604394751483,North,Parkside,High,Assigned,Raj Kumar,74,Male
20251030-2893,CY,Cybercrime,Serious,2023-05-01 17:13:05,13.072065845565854,80.25781028395609,North,Parkside,High,Under Investigation,Meena Sharma,54,Male
20251030-2894,RB,Robbery,Critical,2024-11-01 17:52:48,13.091913420734354,80.30228074049575,West,Western Plains,Critical,Assigned,Lakshmi Kumar,43,Male
20251030-2895,FR,Fraud,Moderate,2024-03-08 13:22:16,13.004798387408075,80.29108605310029,South,Coastal Zone,Medium,Pending,Raj Nair,32,Male
20251030-2896,VT,Vehicle Theft,Moderate,2024-11-28 18:45:14,13.104333445557767,80.30022774887371,North,Parkside,Medium,Under Investigation,Lakshmi Kumar,66,Other
20251030-2897,FR,Fraud,Moderate,2024-05-10 08:34:31,13.068749559206744,80.21050637321908,East,Eastern Hills,Medium,Under Investigation,Vijay Sharma,53,Other
20251030-2898,HM,Homicide,Critical,2024-10-11 14:58:59,13.094461133595411,80.28396990192476,West,University Area,Critical,Under Investigation,Lakshmi Iyer,33,Female
20251030-2899,VN,Vandalism,Minor,2024-08-31 16:27:45,13.082542432981674,80.25419439479329,West,University Area,Low,Closed,Priya Nair,54,Male
20251030-2900,FR,Fraud,Moderate,2024-04-19 18:41:16,13.017277441417503,80.22192910388287,West,Commercial West,Medium,Assigned,Meena Das,51,Female
20251030-2901,RB,Robbery,Critical,2023-12-26 15:04:39,13.105767152890543,80.24248951225444,South,Southern Bay,Critical,Pending,Meena Iyer,56,Male
20251030-2902,BR,Burglary,Serious,2023-03-12 19:07:03,13.072212029599012,80.25078381446582,South,Coastal Zone,High,Reported,Arun Kumar,37,Male
20251030-2903,DR,Drug Related,Critical,2023-01-21 06:46:50,13.169778793374684,80.17562207770882,Central,Business District,Critical,Reported,Deepa Kumar,63,Male
20251030-2904,FR,Fraud,Moderate,2024-01-02 21:56:53,13.04761745479174,80.26683695145528,South,Residential South,Medium,Pending,Vijay Nair,32,Other
20251030-2905,VT,Vehicle Theft,Moderate,2024-02-18 15:04:04,13.06123034881713,80.2491470787661,South,Residential South,Medium,Pending,Meena Iyer,59,Other
20251030-2906,AS,Assault,Serious,2023-02-19 19:08:51,13.03564871496856,80.24392568329712,South,Residential South,High,Pending,Vijay Kumar,21,Male
20251030-2907,FR,Fraud,Moderate,2024-07-01 20:29:11,12.985049783162342,80.25859686679308,West,Western Plains,Medium,Under Investigation,Kumar Reddy,24,Female
20251030-2908,TH,Theft,Moderate,2023-06-10 12:06:45,13.11398817568122,80.28709526016894,East,Market District,Medium,Assigned,Deepa Kumar,73,Female
20251030-2909,DR,Drug Related,Critical,2024-04-05 12:12:20,13.109834946959094,80.36905930434108,South,Southern Bay,Critical,Under Investigation,Deepa Singh,71,Male
20251030-2910,HM,Homicide,Critical,2023-02-13 21:10:09,13.070352087607006,80.26911131642602,North,Northern Heights,Critical,Under Investigation,Lakshmi Iyer,33,Female
20251030-2911,BR,Burglary,Serious,2024-12-30 09:51:14,13.062589101097585,80.24912254397007,South,Southern Bay,High,Assigned,Arun Sharma,46,Male
20251030-2912,VN,Vandalism,Minor,2023-10-09 11:08:58,13.073121918418389,80.33395323586525,West,University Area,Low,Assigned,Priya Nair,58,Other
20251030-2913,VT,Vehicle Theft,Moderate,2023-12-03 06:11:36,13.024571228621863,80.36322059597367,South,Residential South,Medium,Pending,Arun Iyer,59,Female
20251030-2914,BR,Burglary,Serious,2024-07-09 19:18:25,13.0301298363329,80.2384020181701,South,Southern Bay,High,Under Investigation,Kumar Sharma,50,Male
20251030-2915,FR,Fraud,Moderate,2024-05-30 08:17:53,13.05542378097522,80.24668804168667,South,Residential South,Medium,Pending,Priya Patel,64,Female
20251030-2916,FR,Fraud,Moderate,2024-06-08 23:02:28,13.12462034514184,80.37057927772528,East,Suburban East,Medium,Assigned,Meena Kumar,57,Female
20251030-2917,VT,Vehicle Theft,Moderate,2023-07-23 15:22:03,13.055388719850386,80.25985930627898,East,Eastern Hills,Medium,Cold Case,Vijay Iyer,47,Male
20251030-2918,BR,Burglary,Serious,2023-03-28 13:54:44,13.045462936264748,80.25574353442032,Central,City Center,High,Assigned,Raj Nair,48,Other
20251030-2919,VT,Vehicle Theft,Moderate,2024-10-17 15:26:07,13.0305065476579,80.23027177204862,South,Residential South,Medium,Reported,Vijay Sharma,65,Other
20251030-2920,BR,Burglary,Serious,2024-05-14 21:07:21,13.013457672508368,80.35363228597991,West,Western Plains,High,Under Investigation,Raj Nair,34,Female
20251030-2921,TH,Theft,Moderate,2024-08-11 20:12:49,13.064099662956128,80.29157210349122,North,Northern Heights,Medium,Assigned,Priya Nair,75,Female
20251030-2922,VT,Vehicle Theft,Moderate,2024-12-10 06:13:54,13.08109706768015,80.30600813955097,Central,Downtown,Medium,Under Investigation,Priya Sharma,75,Other
20251030-2923,AS,Assault,Serious,2024-05-14 18:50:16,13.042223285093453,80.23308001963667,Central,Business District,High,Pending,Arun Kumar,33,Male
20251030-2924,BR,Burglary,Serious,2023-01-23 12:00:11,13.040493669848965,80.24344983562925,West,Commercial West,High,Assigned,Arun Patel,29,Male
20251030-2925,VN,Vandalism,Minor,2024-09-30 11:02:20,13.071544742597922,80.23721394570705,Central,Business District,Low,Assigned,Arun Iyer,26,Female
20251030-2926,VN,Vandalism,Minor,2023-09-03 05:54:19,13.070766038913353,80.28303527739374,North,Industrial Area,Low,Under Investigation,Lakshmi Reddy,51,Male
20251030-2927,BR,Burglary,Serious,2023-07-23 08:30:32,13.083855570157285,80.26053662843704,South,Residential South,High,Reported,Raj Patel,28,Female
20251030-2928,FR,Fraud,Moderate,2024-08-28 18:07:52,13.1068619314637,80.28429017213556,East,Market District,Medium,Closed,Priya Reddy,36,Other
20251030-2929,BR,Burglary,Serious,2024-04-03 03:28:33,13.06458130352149,80.2459733381978,South,Southern Bay,High,Under Investigation,Lakshmi Das,67,Male
20251030-2930,AS,Assault,Serious,2024-05-14 20:29:41,13.061146494541049,80.24869238235495,South,Southern Bay,High,Closed,Arun Kumar,70,Male
20251030-2931,CY,Cybercrime,Serious,2024-06-24 22:31:32,13.064446383911848,80.2747213616595,Central,City Center,High,Assigned,Kumar Das,21,Male
20251030-2932,DR,Drug Related,Critical,2023-06-15 13:18:41,13.119058706761198,80.22795579199702,Central,Business District,Critical,Pending,Vijay Nair,56,Female
20251030-2933,VN,Vandalism,Minor,2024-10-10 12:55:53,13.049393587145182,80.284647999872,North,Northern Heights,Low,Cold Case,Arun Reddy,68,Other
20251030-2934,RB,Robbery,Critical,2023-03-28 19:32:55,13.019157502391181,80.34875879980541,North,Industrial Area,Critical,Assigned,Kumar Iyer,61,Female
20251030-2935,FR,Fraud,Moderate,2023-12-20 08:38:15,13.061417609591524,80.33398647017589,North,Parkside,Medium,Assigned,Kumar Nair,64,Other
20251030-2936,TH,Theft,Moderate,2024-08-20 13:24:01,13.067747766912237,80.23804743206617,West,Western Plains,Medium,Assigned,Deepa Patel,31,Male
20251030-2937,DR,Drug Related,Critical,2024-12-09 18:32:04,13.068081542756984,80.29493794346311,South,Residential South,Critical,Under Investigation,Deepa Singh,49,Female
20251030-2938,AS,Assault,Serious,2024-10-31 19:10:05,13.09554940671848,80.30048650228025,East,Market District,High,Closed,Kumar Nair,26,Female
20251030-2939,BR,Burglary,Serious,2023-08-08 10:09:09,13.043191658556557,80.2674925261118,Central,Business District,High,Under Investigation,Vijay Iyer,51,Female
20251030-2940,CY,Cybercrime,Serious,2023-10-02 19:36:20,13.107430742355378,80.25378124408937,South,Residential South,High,Assigned,Kumar Iyer,46,Male
20251030-2941,CY,Cybercrime,Serious,2023-09-23 16:21:46,13.100957760385667,80.26092222611004,East,Suburban East,High,Cold Case,Deepa Singh,54,Male
20251030-2942,VN,Vandalism,Minor,2023-06-30 16:11:14,12.992280636750879,80.36623583345514,South,Southern Bay,Low,Cold Case,Arun Patel,25,Female
20251030-2943,HM,Homicide,Critical,2023-11-14 06:09:23,13.020463625154992,80.26177988372449,North,Industrial Area,Critical,Reported,Vijay Iyer,39,Other
20251030-2944,TH,Theft,Moderate,2023-04-04 17:34:45,13.181893432068518,80.18250496098615,North,Northern Heights,Medium,Closed,Vijay Reddy,75,Female
20251030-2945,RB,Robbery,Critical,2023-03-09 07:45:09,13.158356394077797,80.18040181082475,East,Market District,Critical,Reported,Kumar Singh,46,Female
20251030-2946,AS,Assault,Serious,2024-05-06 12:10:59,13.065280431001186,80.26178468218826,South,Residential South,High,Under Investigation,Vijay Iyer,37,Other
20251030-2947,DR,Drug Related,Critical,2023-08-01 08:09:40,13.070885916028645,80.27453280102254,West,Western Plains,Critical,Cold Case,Lakshmi Patel,21,Other
20251030-2948,HM,Homicide,Critical,2023-03-14 05:21:04,13.180184813430685,80.19003023447836,West,University Area,Critical,Pending,Deepa Patel,61,Female
20251030-2949,VN,Vandalism,Minor,2024-10-19 18:53:46,13.090154605241079,80.22568214265455,West,Western Plains,Low,Assigned,Priya Kumar,52,Female
20251030-2950,BR,Burglary,Serious,2024-07-20 13:20:01,13.083232860191812,80.29024509081702,West,University Area,High,Reported,Lakshmi Das,52,Other
20251030-2951,AS,Assault,Serious,2023-04-04 09:36:26,13.044304971500665,80.25632162009084,North,Northern Heights,High,Under Investigation,Deepa Nair,21,Other
20251030-2952,VT,Vehicle Theft,Moderate,2023-09-23 07:16:05,13.062946662839002,80.26281668530869,East,Eastern Hills,Medium,Under Investigation,Arun Das,53,Other
20251030-2953,DR,Drug Related,Critical,2024-09-28 15:55:28,13.003771432671964,80.1829187840666,East,Market District,Critical,Assigned,Meena Sharma,29,Female
20251030-2954,CY,Cybercrime,Serious,2023-05-25 12:09:37,13.099302651499132,80.18488470054854,South,Coastal Zone,High,Closed,Kumar Reddy,24,Other
20251030-2955,TH,Theft,Moderate,2023-07-31 08:39:33,13.068823576488093,80.27763113350021,North,Northern Heights,Medium,Pending,Deepa Kumar,66,Male
20251030-2956,RB,Robbery,Critical,2024-07-31 10:37:06,13.038995130859432,80.2660339960274,North,Parkside,Critical,Assigned,Kumar Das,45,Female
20251030-2957,BR,Burglary,Serious,2023-08-23 12:32:52,13.101462531966737,80.2938828490491,West,Commercial West,High,Reported,Priya Reddy,56,Other
20251030-2958,DR,Drug Related,Critical,2023-05-05 15:50:48,13.102516653073314,80.28803983213491,West,Commercial West,Critical,Pending,Kumar Patel,41,Male
20251030-2959,AS,Assault,Serious,2024-11-10 04:11:24,12.993397785518702,80.18890842120152,West,Commercial West,High,Assigned,Meena Patel,30,Female
20251030-2960,FR,Fraud,Moderate,2024-07-02 04:46:09,13.090524129349067,80.29118144132309,West,University Area,Medium,Under Investigation,Arun Iyer,30,Female
20251030-2961,FR,Fraud,Moderate,2024-05-15 08:08:41,13.048857367301794,80.26676263349256,East,Market District,Medium,Closed,Meena Nair,27,Other
20251030-2962,DR,Drug Related,Critical,2024-04-03 19:09:48,13.068072762516,80.2612682102093,West,Western Plains,Critical,Pending,Lakshmi Singh,27,Male
20251030-2963,VT,Vehicle Theft,Moderate,2024-12-13 23:20:15,13.097726122999974,80.31077486915277,North,Northern Heights,Medium,Under Investigation,Vijay Nair,58,Female
20251030-2964,BR,Burglary,Serious,2023-01-09 19:25:53,13.038793822543173,80.23360750836983,South,Southern Bay,High,Pending,Deepa Iyer,48,Female
20251030-2965,HM,Homicide,Critical,2024-12-19 15:54:38,13.085427294562141,80.27962842494854,North,Northern Heights,Critical,Closed,Meena Sharma,52,Male
20251030-2966,BR,Burglary,Serious,2024-04-03 12:38:33,13.057837952460991,80.34368385074296,East,Eastern Hills,High,Under Investigation,Meena Singh,58,Female
20251030-2967,DR,Drug Related,Critical,2024-04-06 20:59:14,13.066092943334445,80.29509954705414,Central,Downtown,Critical,Under Investigation,Kumar Das,31,Male
20251030-2968,RB,Robbery,Critical,2024-11-24 19:23:26,13.079770339274472,80.29418350848015,East,Market District,Critical,Under Investigation,Vijay Sharma,39,Other
20251030-2969,RB,Robbery,Critical,2024-08-18 12:47:05,13.034728542916618,80.2818349137872,North,Northern Heights,Critical,Cold Case,Kumar Reddy,58,Male
20251030-2970,CY,Cybercrime,Serious,2024-10-02 09:32:47,13.049136681369525,80.24350465799107,Central,City Center,High,Reported,Priya Sharma,48,Female
20251030-2971,DR,Drug Related,Critical,2024-10-23 20:28:06,13.057860051816741,80.24418964153212,North,Industrial Area,Critical,Under Investigation,Kumar Iyer,55,Female
20251030-2972,RB,Robbery,Critical,2024-09-10 15:00:31,13.055404840220845,80.26286355376782,North,Parkside,Critical,Cold Case,Vijay Nair,32,Female
20251030-2973,AS,Assault,Serious,2023-04-06 20:21:12,13.055289051519287,80.33076666671943,South,Southern Bay,High,Assigned,Kumar Sharma,44,Other
20251030-2974,VN,Vandalism,Minor,2023-01-13 17:02:12,13.104010271542146,80.28982316468395,East,Eastern Hills,Low,Under Investigation,Vijay Nair,34,Female
20251030-2975,AS,Assault,Serious,2023-01-03 17:00:58,13.104326816815389,80.22182263978345,West,University Area,High,Closed,Arun Sharma,53,Other
20251030-2976,FR,Fraud,Moderate,2024-06-30 07:31:35,13.058129071907034,80.27940349277239,West,Commercial West,Medium,Assigned,Meena Iyer,22,Male
20251030-2977,AS,Assault,Serious,2024-04-26 21:53:12,13.045794279591265,80.23579300705723,Central,Downtown,High,Pending,Kumar Reddy,26,Female
20251030-2978,VT,Vehicle Theft,Moderate,2024-05-29 18:22:35,13.050149297129973,80.26407941534582,East,Eastern Hills,Medium,Closed,Kumar Nair,34,Other
20251030-2979,FR,Fraud,Moderate,2024-03-08 18:51:02,13.03853266931388,80.25178168961531,South,Residential South,Medium,Pending,Kumar Nair,18,Other
20251030-2980,BR,Burglary,Serious,2024-07-20 09:41:16,13.111759941938049,80.30565957434634,Central,Downtown,High,Under Investigation,Deepa Kumar,43,Female
20251030-2981,DR,Drug Related,Critical,2023-08-11 23:06:37,13.057826593646212,80.26848404667777,East,Suburban East,Critical,Pending,Priya Das,34,Other
20251030-2982,CY,Cybercrime,Serious,2023-06-29 19:13:44,13.119399069792786,80.29929109673611,North,Northern Heights,High,Assigned,Arun Iyer,62,Female
20251030-2983,BR,Burglary,Serious,2024-01-27 19:34:56,13.179234014591387,80.21055538960509,North,Parkside,High,Cold Case,Arun Sharma,64,Female
20251030-2984,CY,Cybercrime,Serious,2024-02-24 09:14:50,13.09683109147962,80.27946769231858,West,University Area,High,Pending,Vijay Reddy,75,Female
20251030-2985,RB,Robbery,Critical,2023-08-24 18:27:55,13.065874660792263,80.27838228169564,North,Northern Heights,Critical,Pending,Lakshmi Nair,25,Male
20251030-2986,DR,Drug Related,Critical,2024-04-14 10:30:16,13.065773938681241,80.24268662236732,Central,City Center,Critical,Closed,Vijay Kumar,20,Female
20251030-2987,TH,Theft,Moderate,2023-08-05 20:25:59,13.057385959788016,80.25140909332015,Central,City Center,Medium,Reported,Deepa Iyer,31,Male
20251030-2988,VT,Vehicle Theft,Moderate,2024-11-19 22:45:50,13.07020823654467,80.26981657560283,East,Suburban East,Medium,Closed,Deepa Sharma,60,Other
20251030-2989,VT,Vehicle Theft,Moderate,2024-12-12 19:56:18,13.175477426232316,80.2779081583954,East,Eastern Hills,Medium,Pending,Vijay Iyer,34,Female
20251030-2990,VT,Vehicle Theft,Moderate,2024-09-08 10:23:43,13.116655232676768,80.31473876539717,North,Parkside,Medium,Under Investigation,Kumar Sharma,61,Other
20251030-2991,BR,Burglary,Serious,2023-09-16 10:20:32,13.066514762294986,80.24055373928677,South,Southern Bay,High,Assigned,Priya Sharma,68,Female
20251030-2992,VT,Vehicle Theft,Moderate,2024-03-09 07:32:56,13.04542078735918,80.29174480105567,South,Residential South,Medium,Pending,Lakshmi Patel,47,Male
20251030-2993,VN,Vandalism,Minor,2024-02-14 09:27:55,13.091272280326109,80.30397087108942,Central,Business District,Low,Assigned,Vijay Singh,33,Other
20251030-2994,AS,Assault,Serious,2024-07-11 17:01:02,13.053904824307848,80.25886674438307,North,Northern Heights,High,Closed,Deepa Sharma,53,Male
20251030-2995,RB,Robbery,Critical,2023-02-10 12:15:10,13.066598407204381,80.24583383978874,North,Parkside,Critical,Closed,Arun Iyer,34,Other
20251030-2996,CY,Cybercrime,Serious,2024-04-20 15:30:09,13.083670904524137,80.25622021500172,West,Western Plains,High,Cold Case,Meena Iyer,73,Female
20251030-2997,FR,Fraud,Moderate,2023-12-06 15:35:37,13.167789983012188,80.30176923475554,Central,City Center,Medium,Reported,Arun Patel,19,Male
20251030-2998,HM,Homicide,Critical,2023-08-12 12:04:12,13.155861416291138,80.25919052065555,Central,Downtown,Critical,Reported,Raj Nair,72,Other
20251030-2999,TH,Theft,Moderate,2024-02-02 15:41:08,13.164568728437306,80.2781280458444,North,Northern Heights,Medium,Assigned,Meena Reddy,45,Female
20251030-3000,VN,Vandalism,Minor,2023-05-20 07:22:12,13.104782003785711,80.29172702102308,West,Western Plains,Low,Under Investigation,Lakshmi Das,54,Other
20251030-3001,CY,Cybercrime,Serious,2024-12-07 15:05:46,13.070410393473246,80.24762483178266,East,Suburban East,High,Under Investigation,Raj Sharma,50,Male
20251030-3002,FR,Fraud,Moderate,2024-12-01 13:00:48,13.173274459962064,80.17440017259185,North,Parkside,Medium,Reported,Kumar Reddy,23,Other
20251030-3003,BR,Burglary,Serious,2023-01-08 07:18:38,13.05370158492695,80.2624675444473,South,Residential South,High,Assigned,Priya Reddy,21,Other
20251030-3004,FR,Fraud,Moderate,2023-09-19 11:29:10,13.065694939708022,80.26686462259431,East,Market District,Medium,Closed,Meena Sharma,39,Other
20251030-3005,DR,Drug Related,Critical,2024-01-29 16:32:36,13.11883829007925,80.30806219189283,Central,Downtown,Critical,Pending,Deepa Kumar,70,Female
20251030-3006,VN,Vandalism,Minor,2024-08-15 11:12:16,13.065503311174107,80.26862582388712,Central,Business District,Low,Cold Case,Priya Nair,21,Male
20251030-3007,VT,Vehicle Theft,Moderate,2023-01-09 11:29:56,12.99878618444666,80.20407333296176,Central,Downtown,Medium,Assigned,Raj Nair,19,Male
20251030-3008,RB,Robbery,Critical,2023-03-09 16:11:45,13.090866112687742,80.2871280757046,South,Residential South,Critical,Pending,Raj Sharma,32,Male
20251030-3009,RB,Robbery,Critical,2024-02-10 05:48:31,13.064358168507871,80.18697765273517,West,Commercial West,Critical,Closed,Meena Sharma,62,Male
20251030-3010,RB,Robbery,Critical,2023-09-23 18:24:41,13.105662175678244,80.29198198160653,East,Suburban East,Critical,Reported,Arun Das,54,Male
20251030-3011,VN,Vandalism,Minor,2024-04-16 10:55:16,13.166833263057828,80.2906264338279,Central,Downtown,Low,Under Investigation,Arun Singh,40,Male
20251030-3012,AS,Assault,Serious,2024-06-06 09:50:38,12.98712793966324,80.27275392838004,East,Market District,High,Reported,Lakshmi Patel,31,Male
20251030-3013,VT,Vehicle Theft,Moderate,2023-09-11 22:08:10,13.137762417406366,80.26874450972018,Central,City Center,Medium,Reported,Meena Das,47,Female
20251030-3014,FR,Fraud,Moderate,2023-08-05 19:31:01,13.061720226555996,80.23741547123633,East,Suburban East,Medium,Under Investigation,Raj Sharma,61,Male
20251030-3015,DR,Drug Related,Critical,2023-04-20 19:22:09,13.128140666730097,80.36157967785891,West,Western Plains,Critical,Assigned,Raj Iyer,34,Male
20251030-3016,VN,Vandalism,Minor,2023-12-04 08:01:57,13.106451617414159,80.30123036823304,North,Parkside,Low,Under Investigation,Kumar Kumar,28,Other
20251030-3017,FR,Fraud,Moderate,2024-10-13 20:49:12,13.057081636426464,80.31046370193596,South,Residential South,Medium,Reported,Kumar Reddy,53,Male
20251030-3018,FR,Fraud,Moderate,2024-09-19 16:44:40,13.075843557300281,80.22044153382296,South,Southern Bay,Medium,Pending,Priya Reddy,64,Female
20251030-3019,CY,Cybercrime,Serious,2023-08-17 23:17:58,13.139649917047919,80.35308038871004,West,University Area,High,Assigned,Kumar Das,58,Other
20251030-3020,AS,Assault,Serious,2023-10-05 18:13:51,13.06303406292582,80.28388549651925,North,Parkside,High,Under Investigation,Priya Das,36,Female
20251030-3021,VT,Vehicle Theft,Moderate,2024-10-25 17:50:15,13.073895690188177,80.17685258777091,East,Suburban East,Medium,Under Investigation,Lakshmi Nair,38,Other
20251030-3022,DR,Drug Related,Critical,2023-12-04 09:50:36,13.078256563941894,80.30908546371991,East,Eastern Hills,Critical,Assigned,Priya Nair,21,Male
20251030-3023,DR,Drug Related,Critical,2024-08-31 00:21:16,13.034716612396208,80.25858277971001,Central,Business District,Critical,Assigned,Kumar Das,34,Female
20251030-3024,HM,Homicide,Critical,2024-10-21 10:50:04,13.050515266983362,80.2510833454854,East,Suburban East,Critical,Assigned,Arun Kumar,22,Female
20251030-3025,BR,Burglary,Serious,2023-10-30 15:47:06,13.006939482873378,80.33149143157343,South,Southern Bay,High,Reported,Arun Iyer,41,Female
20251030-3026,BR,Burglary,Serious,2023-07-02 20:04:09,13.08380587784856,80.23319188524562,East,Eastern Hills,High,Closed,Deepa Kumar,65,Other
20251030-3027,DR,Drug Related,Critical,2023-11-01 18:48:57,13.167678116184891,80.33297889960801,East,Eastern Hills,Critical,Cold Case,Priya Nair,47,Male
20251030-3028,HM,Homicide,Critical,2024-11-21 16:40:20,13.085312711130385,80.26531736685838,Central,Downtown,Critical,Under Investigation,Lakshmi Sharma,29,Female
20251030-3029,HM,Homicide,Critical,2023-05-08 07:27:11,13.062837193623933,80.27292749469899,Central,Business District,Critical,Assigned,Lakshmi Kumar,66,Female
20251030-3030,HM,Homicide,Critical,2024-04-14 17:08:16,13.024600443195737,80.23193209698475,Central,Downtown,Critical,Closed,Raj Singh,19,Other
20251030-3031,DR,Drug Related,Critical,2024-06-05 21:12:45,13.008097794743405,80.26570129752699,North,Industrial Area,Critical,Closed,Raj Reddy,24,Male
20251030-3032,VT,Vehicle Theft,Moderate,2023-08-27 15:41:45,13.048304263197984,80.25310374023489,Central,City Center,Medium,Under Investigation,Kumar Iyer,61,Other
20251030-3033,VT,Vehicle Theft,Moderate,2024-04-07 05:05:53,13.09709893991042,80.25171187678643,West,University Area,Medium,Assigned,Meena Patel,44,Female
20251030-3034,RB,Robbery,Critical,2024-03-28 20:49:06,13.11011607206689,80.27262074414325,South,Southern Bay,Critical,Under Investigation,Meena Nair,19,Other
20251030-3035,DR,Drug Related,Critical,2023-05-31 12:01:52,13.100547098394822,80.29308710309532,North,Parkside,Critical,Assigned,Arun Iyer,30,Female
20251030-3036,VT,Vehicle Theft,Moderate,2023-06-04 17:08:00,13.099729747389658,80.29836344791639,North,Northern Heights,Medium,Reported,Meena Kumar,59,Male
20251030-3037,TH,Theft,Moderate,2023-04-07 13:49:46,13.074485176564805,80.26050593465219,West,Western Plains,Medium,Reported,Priya Singh,31,Female
20251030-3038,AS,Assault,Serious,2024-02-21 23:58:19,13.042664567247773,80.26748479558863,Central,Downtown,High,Reported,Deepa Patel,53,Male
20251030-3039,TH,Theft,Moderate,2023-03-08 22:49:28,13.06982319471569,80.31283783135945,East,Market District,Medium,Under Investigation,Vijay Reddy,28,Female
20251030-3040,FR,Fraud,Moderate,2024-10-03 18:09:40,13.052517588353636,80.295194202221,Central,Downtown,Medium,Assigned,Arun Nair,39,Other
20251030-3041,RB,Robbery,Critical,2023-09-27 14:49:20,13.105426291257716,80.2585777983283,North,Northern Heights,Critical,Closed,Arun Das,19,Male
20251030-3042,HM,Homicide,Critical,2024-06-21 16:32:18,13.073577765788768,80.25516898716384,South,Coastal Zone,Critical,Assigned,Kumar Patel,26,Male
20251030-3043,RB,Robbery,Critical,2024-08-16 07:02:50,13.101671069668098,80.25994420685312,East,Suburban East,Critical,Reported,Kumar Patel,45,Female
20251030-3044,VT,Vehicle Theft,Moderate,2023-09-05 10:22:46,13.069453339108934,80.26271422621384,East,Eastern Hills,Medium,Pending,Arun Patel,61,Female
20251030-3045,TH,Theft,Moderate,2023-07-10 16:15:31,13.051004833380123,80.24404100744883,North,Northern Heights,Medium,Under Investigation,Lakshmi Iyer,41,Other
