case_id,name,age,status
20251030-1605,Suspect 583,27,Arrested
20251030-1606,Suspect 800,48,Suspect
20251030-1606,Suspect 719,63,Wanted
20251030-1606,Suspect 440,55,Arrested
20251030-1607,Suspect 953,56,Wanted
20251030-1607,Suspect 995,22,Person of Interest
20251030-1607,Suspect 600,55,Arrested
20251030-1609,Suspect 991,46,Suspect
20251030-1610,Suspect 954,37,Wanted
20251030-1610,Suspect 658,24,Wanted
20251030-1611,Suspect 949,55,Suspect
20251030-1611,Suspect 858,44,Person of Interest
20251030-1612,Suspect 537,36,Wanted
20251030-1613,Suspect 294,33,Person of Interest
20251030-1613,Suspect 442,51,Person of Interest
20251030-1613,Suspect 265,64,Person of Interest
20251030-1616,Suspect 249,39,Suspect
20251030-1616,Suspect 832,60,Arrested
20251030-1616,Suspect 212,21,Suspect
20251030-1621,Suspect 674,31,Person of Interest
20251030-1621,Suspect 534,60,Arrested
20251030-1622,Suspect 504,18,Wanted
20251030-1622,Suspect 832,52,Arrested
20251030-1622,Suspect 519,33,Arrested
20251030-1624,Suspect 418,64,Person of Interest
20251030-1624,Suspect 123,49,Arrested
20251030-1624,Suspect 616,33,Person of Interest
20251030-1625,Suspect 566,40,Person of Interest
20251030-1625,Suspect 814,32,Person of Interest
20251030-1625,Suspect 541,25,Suspect
20251030-1629,Suspect 785,54,Arrested
20251030-1629,Suspect 513,50,Arrested
20251030-1629,Suspect 688,28,Suspect
20251030-1631,Suspect 868,31,Person of Interest
20251030-1631,Suspect 931,28,Person of Interest
20251030-1631,Suspect 532,19,Person of Interest
20251030-1632,Suspect 128,28,Arrested
20251030-1632,Suspect 212,52,Arrested
20251030-1632,Suspect 615,45,Wanted
20251030-1638,Suspect 562,45,Arrested
20251030-1638,Suspect 881,32,Person of Interest
20251030-1638,Suspect 176,33,Suspect
20251030-1643,Suspect 101,37,Person of Interest
20251030-1643,Suspect 946,30,Person of Interest
20251030-1643,Suspect 768,46,Person of Interest
20251030-1645,Suspect 820,40,Suspect
20251030-1645,Suspect 911,43,Wanted
20251030-1645,Suspect 177,45,Wanted
20251030-1649,Suspect 319,63,Suspect
20251030-1649,Suspect 652,31,Person of Interest
20251030-1649,Suspect 975,51,Suspect
20251030-1654,Suspect 290,43,Wanted
20251030-1654,Suspect 532,28,Suspect
20251030-1655,Suspect 788,43,Wanted
20251030-1655,Suspect 45,19,Arrested
20251030-1655,Suspect 220,32,Wanted
20251030-1657,Suspect 475,54,Arrested
20251030-1659,Suspect 265,47,Wanted
20251030-1659,Suspect 440,55,Wanted
20251030-1660,Suspect 125,33,Person of Interest
20251030-1660,Suspect 986,42,Arrested
20251030-1660,Suspect 977,20,Suspect
20251030-1662,Suspect 339,27,Wanted
20251030-1662,Suspect 889,50,Person of Interest
20251030-1662,Suspect 348,45,Wanted
20251030-1665,Suspect 192,34,Wanted
20251030-1672,Suspect 868,31,Wanted
20251030-1672,Suspect 872,29,Wanted
20251030-1672,Suspect 326,58,Wanted
20251030-1673,Suspect 730,36,Person of Interest
20251030-1673,Suspect 429,41,Arrested
20251030-1674,Suspect 966,54,Wanted
20251030-1675,Suspect 168,60,Wanted
20251030-1675,Suspect 459,38,Suspect
20251030-1675,Suspect 436,61,Person of Interest
20251030-1676,Suspect 512,50,Suspect
20251030-1678,Suspect 19,29,Arrested
20251030-1678,Suspect 990,43,Suspect
20251030-1681,Suspect 437,63,Person of Interest
20251030-1681,Suspect 643,38,Wanted
20251030-1684,Suspect 442,29,Wanted
20251030-1687,Suspect 481,61,Suspect
20251030-1687,Suspect 185,21,Wanted
20251030-1687,Suspect 766,51,Arrested
20251030-1689,Suspect 209,57,Person of Interest
20251030-1689,Suspect 262,63,Person of Interest
20251030-1696,Suspect 144,47,Person of Interest
20251030-1696,Suspect 189,20,Suspect
20251030-1698,Suspect 180,52,Person of Interest
20251030-1698,Suspect 163,50,Arrested
20251030-1699,Suspect 734,49,Arrested
20251030-1700,Suspect 964,36,Suspect
20251030-1702,Suspect 407,49,Arrested
20251030-1702,Suspect 626,63,Arrested
20251030-1706,Suspect 172,31,Arrested
20251030-1706,Suspect 992,32,Suspect
20251030-1707,Suspect 703,25,Wanted
20251030-1707,Suspect 762,30,Wanted
20251030-1708,Suspect 93,26,Arrested
20251030-1708,Suspect 435,56,Arrested
20251030-1708,Suspect 902,55,Suspect
20251030-1711,Suspect 454,37,Arrested
20251030-1711,Suspect 8,40,Arrested
20251030-1713,Suspect 112,64,Wanted
20251030-1714,Suspect 768,63,Person of Interest
20251030-1714,Suspect 309,24,Wanted
20251030-1718,Suspect 633,26,Person of Interest
20251030-1719,Suspect 114,24,Suspect
20251030-1719,Suspect 394,25,Wanted
20251030-1719,Suspect 278,25,Person of Interest
20251030-1724,Suspect 297,46,Arrested
20251030-1724,Suspect 22,19,Person of Interest
20251030-1728,Suspect 987,24,Wanted
20251030-1728,Suspect 774,33,Wanted
20251030-1729,Suspect 534,43,Person of Interest
20251030-1729,Suspect 291,22,Person of Interest
20251030-1729,Suspect 962,32,Arrested
20251030-1730,Suspect 478,27,Arrested
20251030-1730,Suspect 26,31,Person of Interest
20251030-1730,Suspect 541,56,Wanted
20251030-1731,Suspect 359,38,Person of Interest
20251030-1733,Suspect 413,26,Wanted
20251030-1733,Suspect 334,60,Wanted
20251030-1733,Suspect 164,50,Arrested
20251030-1735,Suspect 508,36,Person of Interest
20251030-1735,Suspect 897,33,Wanted
20251030-1735,Suspect 114,30,Suspect
20251030-1736,Suspect 75,26,Wanted
20251030-1740,Suspect 511,43,Person of Interest
20251030-1740,Suspect 111,35,Wanted
20251030-1740,Suspect 964,48,Wanted
20251030-1742,Suspect 656,44,Wanted
20251030-1742,Suspect 960,50,Wanted
20251030-1744,Suspect 488,26,Suspect
20251030-1745,Suspect 415,26,Person of Interest
20251030-1751,Suspect 423,30,Person of Interest
20251030-1753,Suspect 674,21,Person of Interest
20251030-1753,Suspect 487,19,Arrested
20251030-1753,Suspect 797,45,Arrested
20251030-1755,Suspect 772,54,Wanted
20251030-1755,Suspect 88,22,Suspect
20251030-1757,Suspect 612,45,Wanted
20251030-1759,Suspect 290,58,Suspect
20251030-1759,Suspect 289,52,Suspect
20251030-1759,Suspect 793,35,Arrested
20251030-1763,Suspect 26,21,Person of Interest
20251030-1763,Suspect 469,28,Arrested
20251030-1763,Suspect 108,59,Suspect
20251030-1766,Suspect 436,33,Arrested
20251030-1766,Suspect 347,30,Arrested
20251030-1766,Suspect 517,59,Wanted
20251030-1767,Suspect 152,54,Wanted
20251030-1768,Suspect 757,42,Arrested
20251030-1768,Suspect 101,37,Arrested
20251030-1768,Suspect 362,52,Wanted
20251030-1773,Suspect 903,23,Wanted
20251030-1773,Suspect 772,65,Suspect
20251030-1773,Suspect 587,22,Wanted
20251030-1774,Suspect 315,52,Suspect
20251030-1774,Suspect 150,63,Person of Interest
20251030-1774,Suspect 187,32,Arrested
20251030-1777,Suspect 639,38,Arrested
20251030-1777,Suspect 487,30,Suspect
20251030-1779,Suspect 316,47,Arrested
20251030-1782,Suspect 742,19,Person of Interest
20251030-1783,Suspect 441,47,Arrested
20251030-1783,Suspect 106,45,Suspect
20251030-1783,Suspect 638,37,Wanted
20251030-1784,Suspect 140,46,Arrested
20251030-1784,Suspect 369,24,Arrested
20251030-1784,Suspect 304,61,Suspect
20251030-1786,Suspect 922,21,Suspect
20251030-1789,Suspect 228,34,Wanted
20251030-1789,Suspect 2,20,Arrested
20251030-1792,Suspect 333,29,Arrested
20251030-1792,Suspect 65,23,Arrested
20251030-1794,Suspect 697,21,Person of Interest
20251030-1794,Suspect 545,45,Suspect
20251030-1797,Suspect 565,25,Person of Interest
20251030-1799,Suspect 692,45,Suspect
20251030-1799,Suspect 846,43,Wanted
20251030-1810,Suspect 309,35,Arrested
20251030-1811,Suspect 298,28,Arrested
20251030-1811,Suspect 821,63,Suspect
20251030-1813,Suspect 460,36,Suspect
20251030-1813,Suspect 219,49,Arrested
20251030-1815,Suspect 623,19,Arrested
20251030-1815,Suspect 534,34,Person of Interest
20251030-1815,Suspect 646,63,Person of Interest
20251030-1818,Suspect 602,59,Arrested
20251030-1819,Suspect 32,54,Arrested
20251030-1819,Suspect 995,45,Suspect
20251030-1822,Suspect 321,37,Arrested
20251030-1822,Suspect 547,54,Wanted
20251030-1822,Suspect 927,18,Person of Interest
20251030-1823,Suspect 549,63,Suspect
20251030-1823,Suspect 166,62,Wanted
20251030-1823,Suspect 436,52,Person of Interest
20251030-1824,Suspect 243,21,Arrested
20251030-1824,Suspect 364,44,Arrested
20251030-1825,Suspect 237,39,Person of Interest
20251030-1825,Suspect 29,61,Person of Interest
20251030-1827,Suspect 689,63,Person of Interest
20251030-1827,Suspect 579,18,Person of Interest
20251030-1827,Suspect 2,39,Person of Interest
20251030-1828,Suspect 900,50,Arrested
20251030-1832,Suspect 721,32,Wanted
20251030-1832,Suspect 420,37,Suspect
20251030-1833,Suspect 12,41,Person of Interest
20251030-1833,Suspect 139,25,Wanted
20251030-1837,Suspect 756,22,Wanted
20251030-1840,Suspect 68,31,Arrested
20251030-1840,Suspect 188,50,Arrested
20251030-1840,Suspect 638,18,Arrested
20251030-1844,Suspect 828,65,Person of Interest
20251030-1844,Suspect 250,35,Wanted
20251030-1846,Suspect 949,28,Arrested
20251030-1846,Suspect 282,44,Wanted
20251030-1849,Suspect 8,40,Wanted
20251030-1850,Suspect 226,53,Person of Interest
20251030-1850,Suspect 680,58,Suspect
20251030-1851,Suspect 61,29,Suspect
20251030-1851,Suspect 489,61,Arrested
20251030-1851,Suspect 560,29,Person of Interest
20251030-1857,Suspect 427,59,Person of Interest
20251030-1857,Suspect 182,42,Suspect
20251030-1857,Suspect 980,22,Arrested
20251030-1858,Suspect 566,51,Person of Interest
20251030-1858,Suspect 199,56,Person of Interest
20251030-1862,Suspect 542,36,Suspect
20251030-1862,Suspect 901,65,Wanted
20251030-1862,Suspect 916,61,Suspect
20251030-1865,Suspect 337,29,Person of Interest
20251030-1867,Suspect 957,43,Suspect
20251030-1872,Suspect 187,63,Person of Interest
20251030-1872,Suspect 18,58,Person of Interest
20251030-1872,Suspect 50,47,Suspect
20251030-1874,Suspect 98,64,Person of Interest
20251030-1874,Suspect 194,37,Suspect
20251030-1874,Suspect 110,36,Arrested
20251030-1875,Suspect 549,62,Person of Interest
20251030-1879,Suspect 895,34,Person of Interest
20251030-1879,Suspect 368,48,Suspect
20251030-1881,Suspect 685,30,Person of Interest
20251030-1883,Suspect 136,26,Arrested
20251030-1883,Suspect 115,24,Person of Interest
20251030-1884,Suspect 619,62,Suspect
20251030-1884,Suspect 531,28,Person of Interest
20251030-1884,Suspect 962,44,Person of Interest
20251030-1887,Suspect 321,61,Wanted
20251030-1887,Suspect 905,27,Wanted
20251030-1887,Suspect 127,42,Wanted
20251030-1888,Suspect 493,35,Wanted
20251030-1890,Suspect 960,28,Suspect
20251030-1890,Suspect 437,29,Wanted
20251030-1896,Suspect 797,40,Arrested
20251030-1896,Suspect 584,52,Wanted
20251030-1909,Suspect 555,63,Suspect
20251030-1918,Suspect 863,61,Arrested
20251030-1918,Suspect 635,33,Suspect
20251030-1918,Suspect 659,30,Person of Interest
20251030-1920,Suspect 670,32,Wanted
20251030-1921,Suspect 344,64,Wanted
20251030-1931,Suspect 5,47,Wanted
20251030-1935,Suspect 126,23,Person of Interest
20251030-1937,Suspect 819,48,Suspect
20251030-1938,Suspect 630,50,Person of Interest
20251030-1938,Suspect 701,28,Wanted
20251030-1939,Suspect 135,32,Wanted
20251030-1939,Suspect 973,65,Suspect
20251030-1940,Suspect 491,65,Person of Interest
20251030-1940,Suspect 994,37,Wanted
20251030-1940,Suspect 934,39,Arrested
20251030-1941,Suspect 292,57,Person of Interest
20251030-1941,Suspect 2,51,Arrested
20251030-1944,Suspect 324,49,Suspect
20251030-1944,Suspect 16,23,Suspect
20251030-1952,Suspect 837,49,Person of Interest
20251030-1952,Suspect 747,54,Suspect
20251030-1953,Suspect 565,36,Arrested
20251030-1953,Suspect 883,27,Wanted
20251030-1956,Suspect 689,54,Wanted
20251030-1956,Suspect 308,54,Person of Interest
20251030-1956,Suspect 965,18,Wanted
20251030-1958,Suspect 329,59,Person of Interest
20251030-1958,Suspect 157,50,Arrested
20251030-1961,Suspect 640,43,Arrested
20251030-1961,Suspect 328,49,Suspect
20251030-1962,Suspect 521,38,Arrested
20251030-1962,Suspect 462,49,Suspect
20251030-1962,Suspect 329,53,Suspect
20251030-1964,Suspect 191,55,Suspect
20251030-1964,Suspect 772,35,Suspect
20251030-1966,Suspect 343,31,Person of Interest
20251030-1968,Suspect 65,40,Person of Interest
20251030-1968,Suspect 940,55,Arrested
20251030-1968,Suspect 552,39,Suspect
20251030-1970,Suspect 554,25,Wanted
20251030-1970,Suspect 58,35,Wanted
20251030-1971,Suspect 796,19,Arrested
20251030-1974,Suspect 990,34,Suspect
20251030-1977,Suspect 756,29,Arrested
20251030-1979,Suspect 29,22,Wanted
20251030-1979,Suspect 265,22,Wanted
20251030-1980,Suspect 697,24,Person of Interest
20251030-1982,Suspect 684,60,Wanted
20251030-1983,Suspect 555,41,Suspect
20251030-1984,Suspect 455,39,Suspect
20251030-1988,Suspect 155,57,Wanted
20251030-1988,Suspect 687,38,Arrested
20251030-1992,Suspect 821,44,Suspect
20251030-1993,Suspect 502,29,Arrested
20251030-1995,Suspect 408,45,Arrested
20251030-1995,Suspect 804,52,Suspect
20251030-1997,Suspect 772,24,Wanted
20251030-1999,Suspect 193,31,Person of Interest
20251030-1999,Suspect 203,56,Arrested
20251030-2000,Suspect 476,43,Person of Interest
20251030-2000,Suspect 197,47,Wanted
20251030-2000,Suspect 742,58,Wanted
20251030-2001,Suspect 701,64,Wanted
20251030-2003,Suspect 930,63,Person of Interest
20251030-2003,Suspect 573,45,Arrested
20251030-2006,Suspect 187,32,Person of Interest
20251030-2006,Suspect 438,19,Suspect
20251030-2006,Suspect 526,37,Person of Interest
20251030-2011,Suspect 850,41,Arrested
20251030-2011,Suspect 468,45,Person of Interest
20251030-2013,Suspect 587,60,Arrested
20251030-2013,Suspect 688,63,Suspect
20251030-2013,Suspect 52,34,Person of Interest
20251030-2014,Suspect 977,31,Suspect
20251030-2018,Suspect 452,50,Suspect
20251030-2018,Suspect 582,30,Arrested
20251030-2019,Suspect 408,36,Person of Interest
20251030-2022,Suspect 939,37,Suspect
20251030-2027,Suspect 581,22,Arrested
20251030-2027,Suspect 964,43,Person of Interest
20251030-2029,Suspect 402,27,Wanted
20251030-2030,Suspect 703,29,Suspect
20251030-2030,Suspect 609,24,Suspect
20251030-2031,Suspect 484,37,Wanted
20251030-2033,Suspect 273,64,Arrested
20251030-2033,Suspect 195,36,Suspect
20251030-2033,Suspect 710,55,Wanted
20251030-2034,Suspect 951,26,Wanted
20251030-2034,Suspect 63,53,Person of Interest
20251030-2034,Suspect 40,60,Person of Interest
20251030-2036,Suspect 752,44,Suspect
20251030-2045,Suspect 205,54,Suspect
20251030-2045,Suspect 195,43,Wanted
20251030-2045,Suspect 789,32,Arrested
20251030-2046,Suspect 555,27,Person of Interest
20251030-2046,Suspect 851,48,Person of Interest
20251030-2047,Suspect 212,48,Wanted
20251030-2047,Suspect 438,23,Person of Interest
20251030-2049,Suspect 558,31,Suspect
20251030-2049,Suspect 272,22,Suspect
20251030-2055,Suspect 502,29,Person of Interest
20251030-2055,Suspect 844,49,Person of Interest
20251030-2055,Suspect 437,33,Arrested
20251030-2056,Suspect 414,31,Wanted
20251030-2059,Suspect 835,21,Wanted
20251030-2060,Suspect 648,21,Wanted
20251030-2066,Suspect 361,24,Wanted
20251030-2069,Suspect 322,40,Person of Interest
20251030-2069,Suspect 97,62,Suspect
20251030-2070,Suspect 377,51,Suspect
20251030-2070,Suspect 719,61,Person of Interest
20251030-2074,Suspect 505,32,Arrested
20251030-2074,Suspect 401,55,Wanted
20251030-2078,Suspect 749,28,Wanted
20251030-2079,Suspect 596,60,Suspect
20251030-2079,Suspect 853,44,Wanted
20251030-2079,Suspect 13,35,Suspect
20251030-2080,Suspect 641,22,Person of Interest
20251030-2080,Suspect 968,59,Person of Interest
20251030-2081,Suspect 429,46,Person of Interest
20251030-2081,Suspect 868,47,Person of Interest
20251030-2081,Suspect 286,30,Arrested
20251030-2082,Suspect 39,61,Suspect
20251030-2084,Suspect 533,49,Suspect
20251030-2084,Suspect 768,59,Arrested
20251030-2085,Suspect 934,48,Arrested
20251030-2085,Suspect 271,26,Arrested
20251030-2087,Suspect 300,63,Arrested
20251030-2088,Suspect 343,65,Person of Interest
20251030-2089,Suspect 281,35,Wanted
20251030-2096,Suspect 681,18,Suspect
20251030-2096,Suspect 357,35,Suspect
20251030-2096,Suspect 883,43,Suspect
20251030-2098,Suspect 798,25,Wanted
20251030-2098,Suspect 472,22,Suspect
20251030-2098,Suspect 215,46,Suspect
20251030-2101,Suspect 834,33,Arrested
20251030-2104,Suspect 107,44,Wanted
20251030-2104,Suspect 680,50,Wanted
20251030-2104,Suspect 265,42,Wanted
20251030-2109,Suspect 146,60,Suspect
20251030-2112,Suspect 498,32,Wanted
20251030-2112,Suspect 546,20,Wanted
20251030-2115,Suspect 360,31,Person of Interest
20251030-2115,Suspect 766,65,Suspect
20251030-2116,Suspect 801,32,Person of Interest
20251030-2116,Suspect 134,65,Suspect
20251030-2117,Suspect 17,58,Arrested
20251030-2117,Suspect 699,46,Arrested
20251030-2121,Suspect 466,33,Arrested
20251030-2121,Suspect 704,26,Person of Interest
20251030-2121,Suspect 888,31,Suspect
20251030-2123,Suspect 437,22,Arrested
20251030-2126,Suspect 875,36,Arrested
20251030-2126,Suspect 494,62,Arrested
20251030-2126,Suspect 810,23,Wanted
20251030-2127,Suspect 413,64,Suspect
20251030-2127,Suspect 340,38,Wanted
20251030-2127,Suspect 138,36,Suspect
20251030-2128,Suspect 199,48,Person of Interest
20251030-2128,Suspect 611,62,Arrested
20251030-2130,Suspect 27,30,Person of Interest
20251030-2130,Suspect 913,63,Suspect
20251030-2130,Suspect 272,29,Wanted
20251030-2131,Suspect 338,54,Suspect
20251030-2131,Suspect 174,55,Person of Interest
20251030-2131,Suspect 609,40,Wanted
20251030-2132,Suspect 569,22,Wanted
20251030-2132,Suspect 570,30,Person of Interest
20251030-2134,Suspect 875,62,Wanted
20251030-2134,Suspect 667,56,Suspect
20251030-2135,Suspect 895,18,Person of Interest
20251030-2135,Suspect 383,28,Arrested
20251030-2135,Suspect 292,35,Arrested
20251030-2141,Suspect 377,59,Arrested
20251030-2141,Suspect 104,40,Arrested
20251030-2141,Suspect 513,52,Person of Interest
20251030-2142,Suspect 735,56,Arrested
20251030-2142,Suspect 328,44,Wanted
20251030-2143,Suspect 921,60,Arrested
20251030-2143,Suspect 334,50,Arrested
20251030-2144,Suspect 614,64,Wanted
20251030-2144,Suspect 182,52,Person of Interest
20251030-2144,Suspect 696,57,Suspect
20251030-2145,Suspect 432,21,Person of Interest
20251030-2145,Suspect 635,50,Wanted
20251030-2147,Suspect 555,52,Wanted
20251030-2149,Suspect 551,49,Wanted
20251030-2149,Suspect 359,26,Wanted
20251030-2149,Suspect 973,56,Suspect
20251030-2155,Suspect 551,50,Person of Interest
20251030-2155,Suspect 773,36,Person of Interest
20251030-2155,Suspect 973,55,Arrested
20251030-2157,Suspect 638,64,Arrested
20251030-2157,Suspect 877,41,Suspect
20251030-2158,Suspect 713,56,Suspect
20251030-2158,Suspect 542,62,Arrested
20251030-2158,Suspect 803,51,Suspect
20251030-2164,Suspect 714,43,Person of Interest
20251030-2164,Suspect 814,26,Wanted
20251030-2164,Suspect 729,42,Arrested
20251030-2176,Suspect 660,43,Wanted
20251030-2176,Suspect 802,36,Suspect
20251030-2178,Suspect 555,28,Wanted
20251030-2186,Suspect 277,58,Wanted
20251030-2186,Suspect 706,29,Suspect
20251030-2186,Suspect 562,37,Person of Interest
20251030-2187,Suspect 460,47,Suspect
20251030-2187,Suspect 94,32,Person of Interest
20251030-2191,Suspect 536,18,Wanted
20251030-2191,Suspect 788,30,Person of Interest
20251030-2191,Suspect 977,57,Suspect
20251030-2193,Suspect 398,57,Suspect
20251030-2193,Suspect 445,30,Arrested
20251030-2193,Suspect 706,57,Arrested
20251030-2196,Suspect 217,21,Wanted
20251030-2196,Suspect 478,49,Wanted
20251030-2196,Suspect 20,31,Suspect
20251030-2197,Suspect 557,52,Person of Interest
20251030-2199,Suspect 629,30,Person of Interest
20251030-2203,Suspect 733,62,Person of Interest
20251030-2204,Suspect 915,19,Person of Interest
20251030-2206,Suspect 865,23,Suspect
20251030-2207,Suspect 725,40,Arrested
20251030-2207,Suspect 818,41,Person of Interest
20251030-2208,Suspect 608,39,Suspect
20251030-2208,Suspect 770,25,Wanted
20251030-2208,Suspect 314,25,Wanted
20251030-2210,Suspect 368,50,Wanted
20251030-2210,Suspect 759,34,Person of Interest
20251030-2212,Suspect 157,48,Arrested
20251030-2212,Suspect 688,42,Wanted
20251030-2212,Suspect 362,31,Wanted
20251030-2214,Suspect 191,27,Person of Interest
20251030-2218,Suspect 243,33,Wanted
20251030-2224,Suspect 387,44,Person of Interest
20251030-2224,Suspect 485,45,Suspect
20251030-2224,Suspect 233,56,Suspect
20251030-2226,Suspect 464,42,Suspect
20251030-2229,Suspect 747,28,Suspect
20251030-2229,Suspect 886,53,Arrested
20251030-2230,Suspect 411,48,Person of Interest
20251030-2230,Suspect 173,65,Arrested
20251030-2234,Suspect 78,18,Suspect
20251030-2238,Suspect 397,33,Arrested
20251030-2238,Suspect 879,34,Person of Interest
20251030-2238,Suspect 446,18,Wanted
20251030-2244,Suspect 634,45,Person of Interest
20251030-2245,Suspect 862,58,Suspect
20251030-2245,Suspect 586,52,Suspect
20251030-2245,Suspect 191,23,Arrested
20251030-2248,Suspect 285,32,Suspect
20251030-2248,Suspect 914,64,Arrested
20251030-2250,Suspect 809,43,Arrested
20251030-2252,Suspect 700,37,Wanted
20251030-2252,Suspect 957,48,Arrested
20251030-2252,Suspect 864,56,Wanted
20251030-2253,Suspect 637,64,Person of Interest
20251030-2253,Suspect 398,50,Suspect
20251030-2253,Suspect 692,49,Person of Interest
20251030-2255,Suspect 647,26,Wanted
20251030-2255,Suspect 111,34,Person of Interest
20251030-2255,Suspect 583,41,Suspect
20251030-2257,Suspect 784,65,Suspect
20251030-2261,Suspect 510,57,Suspect
20251030-2261,Suspect 845,33,Arrested
20251030-2261,Suspect 982,21,Suspect
20251030-2262,Suspect 489,52,Suspect
20251030-2262,Suspect 258,64,Person of Interest
20251030-2262,Suspect 307,57,Person of Interest
20251030-2263,Suspect 950,39,Arrested
20251030-2265,Suspect 191,42,Person of Interest
20251030-2267,Suspect 793,58,Suspect
20251030-2267,Suspect 847,18,Suspect
20251030-2267,Suspect 784,50,Suspect
20251030-2269,Suspect 378,46,Person of Interest
20251030-2269,Suspect 358,35,Wanted
20251030-2269,Suspect 623,33,Wanted
20251030-2270,Suspect 624,64,Wanted
20251030-2270,Suspect 224,23,Wanted
20251030-2272,Suspect 782,18,Person of Interest
20251030-2272,Suspect 497,38,Person of Interest
20251030-2274,Suspect 934,39,Arrested
20251030-2274,Suspect 619,35,Arrested
20251030-2274,Suspect 841,36,Person of Interest
20251030-2276,Suspect 319,32,Arrested
20251030-2276,Suspect 391,59,Suspect
20251030-2276,Suspect 480,45,Arrested
20251030-2278,Suspect 110,31,Person of Interest
20251030-2281,Suspect 231,63,Arrested
20251030-2281,Suspect 925,45,Arrested
20251030-2283,Suspect 647,62,Arrested
20251030-2283,Suspect 88,49,Wanted
20251030-2283,Suspect 961,38,Arrested
20251030-2284,Suspect 407,50,Wanted
20251030-2284,Suspect 592,28,Person of Interest
20251030-2287,Suspect 767,51,Arrested
20251030-2287,Suspect 45,49,Suspect
20251030-2288,Suspect 863,35,Person of Interest
20251030-2288,Suspect 110,48,Arrested
20251030-2288,Suspect 989,46,Suspect
20251030-2291,Suspect 264,36,Suspect
20251030-2291,Suspect 418,58,Suspect
20251030-2291,Suspect 767,58,Arrested
20251030-2292,Suspect 504,30,Person of Interest
20251030-2292,Suspect 191,34,Wanted
20251030-2292,Suspect 701,58,Suspect
20251030-2293,Suspect 358,59,Wanted
20251030-2296,Suspect 833,40,Arrested
20251030-2298,Suspect 458,47,Arrested
20251030-2298,Suspect 59,46,Wanted
20251030-2298,Suspect 600,63,Wanted
20251030-2300,Suspect 783,61,Wanted
20251030-2300,Suspect 684,29,Suspect
20251030-2302,Suspect 149,19,Suspect
20251030-2302,Suspect 566,41,Wanted
20251030-2304,Suspect 673,19,Wanted
20251030-2304,Suspect 114,62,Wanted
20251030-2304,Suspect 243,19,Person of Interest
20251030-2305,Suspect 504,23,Suspect
20251030-2305,Suspect 899,33,Arrested
20251030-2305,Suspect 850,23,Person of Interest
20251030-2306,Suspect 460,55,Arrested
20251030-2306,Suspect 149,41,Wanted
20251030-2307,Suspect 42,19,Suspect
20251030-2307,Suspect 470,46,Person of Interest
20251030-2308,Suspect 804,27,Person of Interest
20251030-2308,Suspect 383,29,Person of Interest
20251030-2310,Suspect 154,40,Arrested
20251030-2310,Suspect 625,32,Suspect
20251030-2313,Suspect 813,26,Arrested
20251030-2313,Suspect 292,37,Wanted
20251030-2313,Suspect 787,24,Wanted
20251030-2314,Suspect 379,46,Arrested
20251030-2314,Suspect 580,62,Person of Interest
20251030-2314,Suspect 675,48,Person of Interest
20251030-2317,Suspect 100,41,Person of Interest
20251030-2318,Suspect 973,54,Wanted
20251030-2321,Suspect 695,59,Arrested
20251030-2325,Suspect 677,38,Wanted
20251030-2325,Suspect 432,65,Wanted
20251030-2329,Suspect 733,55,Arrested
20251030-2329,Suspect 473,59,Arrested
20251030-2329,Suspect 816,57,Wanted
20251030-2330,Suspect 310,55,Wanted
20251030-2330,Suspect 546,38,Person of Interest
20251030-2334,Suspect 418,42,Arrested
20251030-2334,Suspect 357,65,Person of Interest
20251030-2336,Suspect 409,54,Person of Interest
20251030-2336,Suspect 181,36,Wanted
20251030-2340,Suspect 334,63,Suspect
20251030-2342,Suspect 264,30,Wanted
20251030-2344,Suspect 330,25,Wanted
20251030-2344,Suspect 992,37,Person of Interest
20251030-2351,Suspect 767,61,Suspect
20251030-2354,Suspect 528,37,Suspect
20251030-2354,Suspect 458,47,Suspect
20251030-2354,Suspect 922,65,Suspect
20251030-2356,Suspect 268,42,Suspect
20251030-2360,Suspect 544,24,Suspect
20251030-2361,Suspect 402,43,Suspect
20251030-2361,Suspect 421,39,Suspect
20251030-2370,Suspect 357,39,Arrested
20251030-2370,Suspect 565,26,Person of Interest
20251030-2370,Suspect 162,49,Suspect
20251030-2371,Suspect 414,31,Suspect
20251030-2372,Suspect 432,34,Suspect
20251030-2372,Suspect 918,44,Suspect
20251030-2372,Suspect 861,36,Suspect
20251030-2380,Suspect 171,63,Arrested
20251030-2380,Suspect 897,52,Person of Interest
20251030-2380,Suspect 694,22,Suspect
20251030-2381,Suspect 30,32,Suspect
20251030-2381,Suspect 257,60,Wanted
20251030-2381,Suspect 389,21,Arrested
20251030-2386,Suspect 136,40,Person of Interest
20251030-2386,Suspect 804,26,Suspect
20251030-2387,Suspect 872,24,Arrested
20251030-2387,Suspect 767,52,Wanted
20251030-2387,Suspect 63,22,Wanted
20251030-2390,Suspect 637,25,Arrested
20251030-2391,Suspect 221,21,Suspect
20251030-2391,Suspect 401,32,Person of Interest
20251030-2397,Suspect 120,20,Suspect
20251030-2397,Suspect 329,26,Suspect
20251030-2406,Suspect 558,41,Arrested
20251030-2410,Suspect 811,55,Arrested
20251030-2410,Suspect 391,54,Suspect
20251030-2410,Suspect 219,58,Person of Interest
20251030-2411,Suspect 535,38,Wanted
20251030-2411,Suspect 691,19,Arrested
20251030-2411,Suspect 860,19,Person of Interest
